ID,SKU,Name,Weight (lbs),Regular price,Attribute 1 name,Brand,Attribute 2 name,Product Type,Attribute 3 name,Model,Attribute 4 name,Attribute 4 value(s),Attribute 5 name,Attribute 5 value(s)
20605,051-001-0026,KYB Shock Absorber KBM7-15-6C,1,56,Brand,KYB,Product Type,Shock Absorbers,Model,KBM7-15-6C,Location,2014c1_LC1,eBay ID,
20683,022-004-0009,Kyoto Denkiki Volt Distributor LSC-DIS,2,100,Brand,Kyoto Denkiki,Product Type,Regulators,Model,LSC-DIS,Location,2014c6_LC1,eBay ID,
4704,MFG-000-0193,Lumberg Automation Cable 4-643/5m,1,30,Brand,Lumberg Automation,Product Type,Cables,Model,4-643/5m,Location,2014c3_LC1,eBay ID,
38318,022-040-0031,Lumberg Cable Connect RKC8/9,1,45,Brand,Lumberg Automation,Product Type,Connector,Model,RKC8/9,Location,2014c3_LC2,eBay ID,
20539,060-001-0145,Magnaloy Coupling (Male) 300 M30002806,32,20,Brand,Magnaloy,Product Type,Couplings,Model,300 M30002806,Location,2014c5_LC2,eBay ID,
4198,056-001-0060,Martin Pulley 14H 100,3,44,Brand,Martin,Product Type,Pulley,Model,14H 100,Location,2014c2_LC1,eBay ID,
44001,015-001-02777,Meiji Chain RFC2040VRP-LAMBDA-A-90,,,Brand,Meiji,Product Type,Chain,Model,RFC2040VRP-LAMBDA-A-90,Location,2014C6_LC3,eBay ID,
20593,MFG-000-1714,Misumi  47-13-C7,1,5,Brand,Misumi,Product Type,Bearings,Model,47-13-C7,Location,2014c2_LC2,eBay ID,
20598,MFG-000-1715,Misumi  E8-06-64,1,5,Brand,Misumi,Product Type,Bearings,Model,E8-06-64,Location,2014c2_LC2,eBay ID,
4200,014-003-0144,Misumi Flange Type Linear Bushing LHFR12,1,15,Brand,Misumi,Product Type,Bushings,Model,LHFR12,Location,2014c2_LC1,eBay ID,
40129,068-463-0002,Misumi Pin 11,,,Brand,Misumi,Product Type,Pins,Model,11,Location,2014C2_LC4,eBay ID,
20595,036-001-0655,Misumi Pivot Pin CCGH8-25.5,1,5,Brand,Misumi,Product Type,Pins,Model,CCGH8-25.5,Location,2014c2_LC2,eBay ID,
20596,036-001-0656,Misumi Pivot Pin CCGH8-32,1,5,Brand,Misumi,Product Type,Pins,Model,CCGH8-32,Location,2014c2_LC2,eBay ID,
20599,MFG-000-1716,Misumi Screw 42-15-A4,1,5,Brand,Misumi,Product Type,Screws,Model,42-15-A4,Location,2014c2_LC2,eBay ID,
20704,231-004-0059,Mitsubishi AC Servo Drive MR-J2S-200B *Repaired*,5,1250,Brand,Mitsubishi,Product Type,Servo Drive,Model,MR-J2S-200B,Location,2014c6,eBay ID,
1341,005-005-0618,Mitsubishi Base Unit Q65B,4,206,Brand,Mitsubishi,Product Type,PLC Module,Model,Q65B,Location,2014C6_LC3,eBay ID,
1363,027-001-0072,Mitsubishi Coolant Pump NPJ-60,10,295,Brand,Mitsubishi,Product Type,Motors,Model,NPJ-60,Location,2014c4,eBay ID,
1362,005-005-0585,Mitsubishi CPU Unit Q26UDEHCPU,4,1200,Brand,Mitsubishi,Product Type,CPU Unit,Model,Q26UDEHCPU,Location,2014c6_LC1,eBay ID,
1375,MFG-000-0044,Mitsubishi Graphic Operation Terminal 900 Series A970GOT-LBA,6,1600,Brand,Mitsubishi,Product Type,Terminals,Model,900 Series A970GOT-LBA,Location,2014c5,eBay ID,
44050,MFG-000-2043,Mitsubishi Master-Slave Unit QJ71DN91,1,315,Brand,Mitsubishi,Product Type,PLC Module,Model,QJ71DN91,Location,2014c6,eBay ID,
1588,005-005-0611,Mitsubishi MELSEC-Q DeviceNet Master-Slave Module QJ71DN91,2,942,Brand,Mitsubishi,Product Type,PLC Module,Model,QJ71DN91,Location,2014c5_LC1,eBay ID,
5411,MFG-000-0252,Mitsubishi Melservo MR-SA352 (missing cover),30,800,Brand,Mitsubishi,Product Type,Servo Drive,Model,MR-SA352,Location,2014c1,eBay ID,
20614,005-027-0015,Mitsubishi Memory Cassette A8GT-MCA4MFDW,1,325,Brand,Mitsubishi,Product Type,Memory,Model,A8GT-MCA4MFDW,Location,2014c1_LC1,eBay ID,
20703,005-005-0619,Mitsubishi PLC Module Q68B,1,300,Brand,Mitsubishi,Product Type,PLC Module,Model,Q66B,Location,2014C6_LC3,eBay ID,
1545,005-005-0612,Mitsubishi PLC Module QJ71C24N,3,400,Brand,Mitsubishi,Product Type,PLC Module,Model,QJ71C24N,Location,2014c6_LC1,eBay ID,
1351,005-005-0586,Mitsubishi PLC Module QX40-S1,4,199,Brand,Mitsubishi,Product Type,PLC Module,Model,QX40-S1,Location,2014c6_LC2,eBay ID,
1540,031-004-0048,Mitsubishi Servo Drive MR-H100AN,6,1719,Brand,Mitsubishi,Product Type,Servo Drive,Model,MR-H100AN,Location,2014c3,eBay ID,
4703,231-004-0047,Mitsubishi Servo Drive MR-J2-40B,8,800,Brand,Mitsubishi,Product Type,Servo Drive ,Model,MR-J2-40B,Location,2014c3_LC1,eBay ID,
4201,MFG-000-0171,Mitsubishi Servo Drive MR-SA352,30,2800,Brand,Mitsubishi,Product Type,Servo Drive,Model,MR-SA352,Location,2014c2,eBay ID,
40169,219-001-0423,Mitsubishi Servo Motor AC HA-SA102BZ *Repaired* ,8,120,Brand,Mitsubishi,Product Type,Servo Motor,Model,HA-SA102BZ,Location,2014c2,eBay ID,
20506,027-002-0782,Moyno Suction Housing 330-0945-000,2,40,Brand,Moyno,Product Type,Housing,Model,330-0945-000,Location,2014c4_LC2,eBay ID,
4203,014-005-0013,MSC Thrust Bearing AXK4060,1,7,Brand,-,Product Type,Bearings,Model,AXK4060,Location,2014c2_LC2,eBay ID,
20602,MFG-000-1717,MTL Micro Encoder RKW1-180-0-05R5,3,280,Brand,MTL,Product Type,Encoders,Model,RKW1-180-0-05R5,Location,2014c2_LC1,eBay ID,
20557,014-001-0483,Nachi Bearing R6ZZMC3MTSRL,1,3,Brand,Nachi,Product Type,Bearings,Model,R6ZZMC3MTSRL,Location,2014c2_LC1,eBay ID,
1345,002-014-0111,Nachi Directional Control Valve SS-G03-C5-R-D2-J21,16,230,Brand,Nachi,Product Type,Control Valve,Model,SS-G03-C5-R-D2-J21,Location,2014c1_LC1,eBay ID,
20574,014-003-0137,Nachi Flange Bearing N600-2NSL,1,15,Brand,Nachi,Product Type,"Bearings, Flange Bearings",Model,N600-2NSL,Location,2014c2_LC2,eBay ID,
12968,022-035-0006,Nemic-Lambda MYB-1230-33,3,110,Brand,Nemic-Lambda,Product Type,Noise Filters,Model,MYB-1230-33,Location,2014C5_LC4,eBay ID,
5292,022-035-0005,Nemic-Lambda Noise Filter MAS-1220-33,1,35,Brand,Nemic-Lambda,Product Type,Noise Filters,Model,MAS-1220-33,Location,2014c5_LC1,eBay ID,
4205,022-035-0004,Nemic-Lambda Noise Filter MBS-1210-22,3,58,Brand,Nemic-Lambda,Product Type,Noise Filters,Model,MBS-1210-22,Location,2014c2_LC1,eBay ID,
5289,022-035-0013,Nemic-Lambda Noise Filter MBS-1220-22,2,72,Brand,Nemic-Lambda,Product Type,Noise Filters,Model,MBS-1220-22,Location,2014c5_LC1,eBay ID,
20517,022-035-0019,Nemic-Lambda Noise Filter MC1210DIN,2,40,Brand,Nemic-Lambda,Product Type,Power Line FIlters,Model,MC1210DIN,Location,2014c5_LC5,eBay ID,
20516,022-035-0010,Nemic-Lambda Noise Filter PBF-1206-22,1,40,Brand,Nemic-Lambda,Product Type,Power Line FIlters,Model,PBF-1206-22,Location,2014c5_LC5,eBay ID,
1319,005-004-0275,Nemic-Lambda Power Supply EWS50-24,4,150,Brand,Nemic-Lambda,Product Type,Power Supplies,Model,EWS50-24,Location,2014c2_LC2,eBay ID,
4714,018-002-0108,Nidec Able Reducer Gear Box VRAFC03L09019030T1,6,620,Brand,Nidec,Product Type,Able Reducer,Model,VRAFC03L09019030T1,Location,2014c3_LC1,eBay ID,
4206,004-001-0002,NKS Pressure Sensor Switch Gauge GC74-134-B5BXX,1,150,Brand,NKS,Product Type,"Gauges, Pressure Gauges",Model,GC74-134-B5BXX,Location,2014c2_LC1,eBay ID,
44039,068-612-0032,Nordson Rebuild Kit 106230,1,45,Brand,Nordson,Product Type,-,Model,-,Location,2014c6_LC2,eBay ID,
1306,MFG-000-0032,NSK Linear Guide LAS25AL,10,94,Brand,NSK,Product Type,Guides,Model,LAS25AL,Location,2014c2,eBay ID,
20641,239-003-2103,NSK Rodless Cylinder MY1H-Z25-50L *Repaired*,7,200,Brand,NSK,Product Type,"Cylinders, Rodless Cylinders",Model,MY1H-Z25-50L,Location,2014c3_LC2,eBay ID,
20625,005-010-0064,NTE Diode NTE59622,1,4,Brand,NTE,Product Type,Diode,Model,NTE5962,Location,2014c1_LC1,eBay ID,
20635,014-015-0028,NTN Ball Bearing 6308P5,3,40,Brand,NTN,Product Type,Bearings,Model,6308P5,Location,2014c1_LC1,eBay ID,
6358,1/17/2014,NTN Spherical Bearing 21313D1C3,7,75,Brand,NTN,Product Type,Bearings,Model,21313D1C3,Location,2014c4_LC2,eBay ID,
38404,014-001-0017,NTN Spherical Roller Bearing  21313D1/C3 65x140x33,5,91.12,Brand,NTN,Product Type,Bearings,Model,21313D1/C3,Location,2014c4_LC2,eBay ID,
20620,039-006-0223,Nu-Con Seal Kit NUCO9115-D18785 MYH32,1,124,Brand,Nu-Con,Product Type,Seal Kit,Model,NUCO9115-D18785 MYH32,Location,2014c1_LC1,eBay ID,
20532,049-001-0341,Oil Filter SFT-08-150W,2,25,Brand,-,Product Type,Filters,Model,SFT-08-150W,Location,2014c5_LC2,eBay ID,
1542,022-035-0016,Okaya Noise Filter SUP-J20H-ER-4,4,75,Brand,Okaya,Product Type,Noise Filters,Model,SUP-J20H-ER-4,Location,2014c2,eBay ID,
1567,035-800-0015,Omron Antenna Sensor V680-HS63-W,1,168,Brand,Omron,Product Type,Sensor,Model,V680-HS63-W,Location,2014C6_LC3,eBay ID,
20528,012-001-0043,Omron Counter H7CR-CWV,2,90,Brand,Omron,Product Type,Counter,Model,H7CR-CWV,Location,2014c5_LC1,eBay ID,
20561,008-030-0039,Omron Fiber Optic Sensor E32-D11L,1,75,Brand,Omron,Product Type,Sensor,Model,E32-D11L,Location,2014c2,eBay ID,
1303,008-015-0013,Omron Level Switch 61F-G2P,2,213,Brand,Omron,Product Type,Switches,Model,61F-G2P,Location,2014c4,eBay ID,
1290,008-014-0080,Omron Limit Switch CA2-2N,2,115,Brand,Omron,Product Type,Switches,Model,CA2-2N,Location,2014c2_LC1,eBay ID,
1535,008-014-0178,Omron Limit Switch D4C-1303,1,78,Brand,Omron,Product Type,Switches,Model,D4C-1303,Location,2014c1_LC2,eBay ID,
20665,022-012-0156,Omron MiniSafe Light Sensor MS4336BX,2,995,Brand,Omron,Product Type,Sensors,Model,MS4336BX,Location,2014c3,eBay ID,
1317,022-011-0202,Omron Proximity Switch E2CY-C2A,2,114,Brand,Omron,Product Type,Switches,Model,E2CY-C2A,Location,2014c2_LC1,eBay ID,
5599,022-011-0001,Omron Proximity Switch TL-Q5MC2,1,43,Brand,Omron,Product Type,Promity Switch,Model,TL-Q5MC2,Location,2014c3_b1,eBay ID,
43904,064-003-0077,Omron Relay G7J-4A-T-KM DC24,1,12.45,Brand,Omron,Product Type,Relay,Model,G7J-4A-T-KM DC24,Location,2014C5_LC4,eBay ID,
1247,022-012-0110,Omron STI MiniSafe Light Curtain MS4328BR,6,836,Brand,Omron,Product Type,Light Curtain,Model,MS4328BR,Location,2014c3,eBay ID,
1249,008-018-0004,Omron STI Pull Switch ER6022-021NE,4,210,Brand,Omron,Product Type,Switches,Model,ER6022-021NE,Location,2014c3_LC1,eBay ID,
20603,005-003-0015,Omron Timer H3Y-4,2,35,Brand,Omron,Product Type,Timers,Model,H3Y-4,Location,"2014c1_LC1, BBBB_LC7",eBay ID,
1301,008-020-0025,Omron Touch Switch D5C-1DS0,2,152,Brand,Omron,Product Type,Switches,Model,D5C-1DS0,Location,2014c4,eBay ID,
4179,MFG-000-0163,Omron Touch Switch DD5C-1DSO,1,180,Brand,Omron,Product Type,Switches,Model,DD5C-1DSO,Location,2014c2,eBay ID,
40019,068-014-0097,Omron Touch Switch NL-2C,1,96.33,Brand,Omron,Product Type,Switches,Model,NL-2C,Location,2014C1_LC3,eBay ID,
5404,008-014-0097,Omron Touch Switch NL2-C,2,260,Brand,Omron,Product Type,Switches,Model,NL2-C,Location,2014c1_LC1,eBay ID,
40681,MFG-000-2016,Optibelt-VB Belt 3V475,,,Brand,Optibelt,Product Type,Belts,Model,3V475,Location,2014c1,eBay ID,
40682,MFG-000-2017,Optibelt-VB Belt 3V530,,,Brand,Optibelt,Product Type,Belts,Model,3V530,Location,2014c1,eBay ID,
40693,MFG-000-2026,Optibelt-VB Belt 5VX1000,,,Brand,Optibelt,Product Type,Belts,Model,5VX1000,Location,2014c1,eBay ID,
40700,MFG-000-2033,Optibelt-VB Belt A66,,,Brand,Optibelt,Product Type,Belts,Model,A66,Location,2014c1,eBay ID,
40694,MFG-000-2027,Optibelt-VB Belt B120,,,Brand,Optibelt,Product Type,Belts,Model,B120,Location,2014c1,eBay ID,
40699,MFG-000-2032,Optibelt-VB Belt B60,,,Brand,Optibelt,Product Type,Belts,Model,B60,Location,2014c1,eBay ID,
40698,MFG-000-2031,Optibelt-VB Belt B65,,,Brand,Optibelt,Product Type,Belts,Model,B65,Location,2014c1,eBay ID,
40685,MFG-000-2019,Optibelt-VB Belt B73/5L 760,,,Brand,Optibelt,Product Type,Belts,Model,B73/5L 760,Location,2014c1,eBay ID,
40697,MFG-000-2030,Optibelt-VB Belt B73/5L 760,,,Brand,Optibelt,Product Type,Belts,Model,B73/5L 760,Location,2014c1,eBay ID,
40690,MFG-000-2023,Optibelt-VB Belt BX97 X17 2505 Lp,,,Brand,Optibelt,Product Type,Belts,Model,BX97 X17 2505 Lp,Location,2014c1,eBay ID,
40686,MFG-000-2020,Optibelt-VB Belt C85,,,Brand,Optibelt,Product Type,Belts,Model,C85,Location,2014c1,eBay ID,
1285,018-002-0117,Oriental Motor 4GC30K,8,117,Brand,Oriental Motor,Product Type,Motors,Model,4GC30K,Location,2014c4,eBay ID,
1288,019-001-0270,Oriental Motor 5IK90GS-ATF,10,125,Brand,Oriental Motor,Product Type,"Induction Motors, Motors",Model,5IK90GSATF,Location,"2012c11, 2014c1",eBay ID,
1543,019-001-0616,Oriental Motor 6RK60RGK-CM,5,220,Brand,Oriental Motor,Product Type,Motors,Model,6RK60RGK-CM,Location,2014c1_LC1,eBay ID,
20616,005-007-0023,Oriental Motor Capacitor CY6050BE1,1,20,Brand,Oriental Motor,Product Type,Capacitors,Model,CY6050BE1,Location,2014c1_LC1,eBay ID,
5397,MFG-000-0249,Oriental Motor Co. PVC Cable LC1300BG,1,50,Brand,Oriental Motor,Product Type,Cables,Model,LC1300BG,Location,2014c1,eBay ID,
1282,019-002-0003,Oriental Motor Gear Head 5GU6K,5,130,Brand,Oriental Motor,Product Type,Gear Heads,Model,5GU6K,Location,2014c3_LC2,eBay ID,
1274,019-001-0257,Oriental Motor Induction Motor 51K40GN-SWT,6,192,Brand,Oriental Motor,Product Type,Induction Motor,Model,51K40GN-SWT,Location,2014c6,eBay ID,
20682,022-056-0107,Oriental Motor Inverter FE200S,2,450,Brand,Oriental Motor,Product Type,Inverter,Model,FE200S,Location,2014C6_LC3,eBay ID,
20687,049-001-0363,Orion Filter RA-05,1,20,Brand,Orion,Product Type,Filters,Model,RA-05,Location,2014c6_LC1,eBay ID,
4207,014-004-0251,Ozak Seiko Linear Motion Ball Bearings LFK30UU,2,25,Brand,Ozak Seiko,Product Type,Bearings,Model,LFK30UU,Location,"2004c113_114_115, 2014c2_LC1",eBay ID,
4722,022-038-0472,Panasonic NAIS Camera Cord ANM84002ACE,1,20,Brand,Panasonic,Product Type,Camera Cord,Model,ANM84002ACE,Location,2014c3_LC1,eBay ID,
1270,022-015-0019,"Patlite Loudspeaker BD-24A-J, 12-24V DC",6,115,Brand,Patlite,Product Type,Speakers,Model,BD-24A-J,Location,2014c1_LC1,eBay ID,
37712,022-038-0243,PHD Cable 17533-00-02,1,25,Brand,PHD,Product Type,Cable,Model,17533-00-02,Location,2014c3_b1,eBay ID,
1564,078-646-0002,Phoenix Contact Transducer MCR-S-10-50-UI,1,411,Brand,Phoenix Contact,Product Type,Transducers,Model,MCR-S-10-50-UI,Location,2014c5_LC1,eBay ID,
1266,205-025-0038,Pro-Face Touch Screen 2980070-01 GP2300-LG41-24V,10,200,Brand,Pro-face,Product Type,"Display Units, Panelviews",Model,2980070-01 GP2300-LG41-24V,Location,2014c3_LC1,eBay ID,
1267,MFG-000-0023,Pro-Face Touch Screen Operator Panel GP2400-TC41-24V,6,500,Brand,Pro-face,Product Type,"Display Units, Panelviews",Model,GP2400-TC41-24V,Location,2014c2,eBay ID,
20498,037-963-0033,Sanki Roller 4.2FP,12,4031,Brand,Sanki,Product Type,Rollers,Model,4.2FP,Location,2014c4_LC1,eBay ID,
5282,068-711-0005,Sanki Worm Cutter 38-32C-2,8,65,Brand,Sanki,Product Type,Worm Cutter,Model,38-32C-2,Location,2014c5,eBay ID,
18228,037-863-0001,Sanki Worm Gear 55-11-1-L,2,460,Brand,Sanki,Product Type,Worm Gear,Model,55-11-1-L,Location,2014c4_lc3,eBay ID,
6372,MFG-000-0316,Schmersal Safety Relay SRB-C.48/e-24V,1,270,Brand,Schmersal,Product Type,Relays,Model,SRB-C.48/e-24V,Location,2014c4,eBay ID,
6369,MFG-000-0315,SealMaster Bearing SPM-31 CXU 1-15/16,15,277,Brand,SealMaster,Product Type,Bearings,Model,SPM-31 CXU 1-15/16,Location,2014c4,eBay ID,
20499,027-001-0252,Showa Induction Motor M211E,7,899,Brand,Showa,Product Type,"Induction Motors, Motors",Model,M211E,Location,2014c4,eBay ID,
6376,MFG-000-0319,Showa Induction Motor M211E,8,1900,Brand,Showa,Product Type,Servo Motors,Model,M211E,Location,2014c4,eBay ID,
10216,022-001-0774,Siemens Circuit Breaker ED43B020L,6,536,Brand,Siemens,Product Type,Circuit Breakers,Model,ED43B020L,Location,2014c4_LC1,eBay ID,
1315,MFG-000-0036,Siemens ED43B020 3p 20a 480v Breaker,5,537,Brand,Siemens,Product Type,Circuit Breakers,Model,ED43B020,Location,2014c4,eBay ID,
4715,019-001-0790,Siemens Motor RGZVESD,60,1106,Brand,Siemens,Product Type,Motors,Model,RGZVESD,Location,2014c3,eBay ID,
20587,009-400-0025,SKF Bearing 6007 2ZJEM,2,20,Brand,SKF,Product Type,Bearings,Model,6007 2ZJEM,Location,2014c2,eBay ID,
20553,014-001-0481,SKF Bearing KUG6002,2,30,Brand,SKF,Product Type,Bearings,Model,KUG6002,Location,2014c2_LC1,eBay ID,
4719,017-510-0022,Slam Lock PNL0149,1,30,Brand,-,Product Type,Locks,Model,PNL0149,Location,2014c3,eBay ID,
1563,002-006-0053,SMC Actuator CDRA1BS50-180,3,295,Brand,SMC,Product Type,Actuators,Model,CDRA1BS50-180,Location,2014C6_LC3,eBay ID,
6363,039-003-0434,SMC Air Cylinder ACNL-X2-40X225-FA-S,6,158.22,Brand,SMC,Product Type,Cylinders,Model,ACNL-X2-40X225-FA-S,Location,2014c4_LC2,eBay ID,
6360,039-003-1903,SMC Air Cylinder ACNL-X2-40X600,10,173.97,Brand,SMC,Product Type,Cylinders,Model,ACNL-X2-40X600,Location,2014c4,eBay ID,
6357,039-003-1677,SMC Air Cylinder ACNL-X2-50X345-FA-K-S,12,213.11,Brand,SMC,Product Type,Cylinders,Model,ACNL-X2-50X345-FA-K-S,Location,2014c4,eBay ID,
6361,039-003-0101,SMC Air Cylinder ACNL-X2-50X54-M,7,130,Brand,SMC,Product Type,Cylinders,Model,ACNL-X2-50X54-M,Location,2014c4,eBay ID,
4221,002-001-0133,SMC Air Valve VFA3240-02,2,100,Brand,SMC,Product Type,Valve,Model,VFA3240-02,Location,2014c2_LC1,eBay ID,
20573,008-002-0007,SMC Auto Switch D-58,2,10,Brand,SMC,Product Type,Switches,Model,D-58,Location,2014c2,eBay ID,
20622,008-002-0101,SMC Auto Switch D-E73AL,1,18,Brand,SMC,Product Type,Switch,Model,D-E73AL,Location,2014c1_LC2,eBay ID,
40121,008-002-0094,SMC Auto Switch D-H7CL,1,22,Brand,SMC,Product Type,Switch,Model,D-H7CL,Location,2014c2_lc3,eBay ID,
20501,039-006-0083,SMC Band 3E3-057,1,3,Brand,SMC,Product Type,Band,Model,3E3-057,Location,2014c4_lc3,eBay ID,
20502,MFG-000-1698,SMC Band A05-F26,1,5,Brand,SMC,Product Type,Band,Model,A05-F26,Location,2014c4_LC1,eBay ID,
43759,009-900-0058,SMC Bolt For Tube Mill VVF2000-22-19,,,Brand,SMC,Product Type,Bolt ,Model,VVF2000-22-19,Location,2014C2_LC5,eBay ID,
4720,022-038-0511,SMC Cable AXT100-DS25-050,1,60.83,Brand,SMC,Product Type,Cable,Model,AXT100-DS25-050,Location,2014c3,eBay ID,
5276,040-400-0078,SMC CDBXWL25-100-A73L,6,558.9,Brand,SMC,Product Type,Cylinder,Model,CDG1BA50-25-H7BL,Location,2014c5_LC1,eBay ID,
5285,039-003-0888,SMC CDG1BA50-25-H7BL,3,167.58,Brand,SMC,Product Type,Cylinder ,Model,CDG1BA50-25-H7BL,Location,2014c5_LC1,eBay ID,
4209,039-003-2940,SMC CDG1BN40-75Z-C73L3,2,149.18,Brand,SMC,Product Type,Cylinder ,Model,CDG1BN40-75Z-C73L3,Location,2014c2_LC2,eBay ID,
6387,039-003-1712,SMC CDG1BQ40-125B,3,86.13,Brand,SMC,Product Type,Cylinder ,Model,CDG1BQ40-125B,Location,2014c4_LC2,eBay ID,
6383,039-003-0986,SMC CDJ2D16-15-A,1,24.27,Brand,SMC,Product Type,Cylinder ,Model,CDJ2D16-15-A,Location,2014c4_LC1,eBay ID,
6388,039-003-1024,SMC CDLAFN50-25-E,10,354.47,Brand,SMC,Product Type,Cylinder ,Model,CDLAFN50-25-E,Location,2014c4_LC2,eBay ID,
5401,039-003-1539,SMC CDLSF160-300-A54L-DA93L,160,2037.38,Brand,SMC,Product Type,Cylinder ,Model,CDLSF160-300-A54L-DA93L,Location,2014c1,eBay ID,
6393,039-003-1139,SMC CDM2RA20-73 32-H7BWL3-XC11,2,258.3,Brand,SMC,Product Type,Cylinder,Model,CDM2RA20-73 32-H7BWL3-XC11,Location,2014c4_LC1,eBay ID,
4210,039-003-0821,SMC CDQ2A32-150DC,3,74.93,Brand,SMC,Product Type,Cylinder,Model,CDQ2A32-150DC,Location,2014c2_LC2,eBay ID,
6384,039-003-0171,SMC CDQ2B12-20DCM,1,26.1,Brand,SMC,Product Type,Cylinder,Model,CDQ2B12-20DCM,Location,2014c4_LC1,eBay ID,
6386,039-003-0286,SMC CDQ2B63-40D,4,78.53,Brand,SMC,Product Type,Cylinder,Model,CDQ2B63-40D,Location,2014c4_LC2,eBay ID,
6380,039-003-0330,SMC CDQ2WB32-50DCMZ,2,66.2,Brand,SMC,Product Type,Cylinder,Model,CDQ2WB32-50DCMZ,Location,2014c4_LC1,eBay ID,
6366,039-003-1078,SMC CDY2S40H-381-F7-9L,20,800,Brand,SMC,Product Type,Cylinder,Model,CDY2S40H-381-F7-9L,Location,2014c4,eBay ID,
20624,039-003-1370,SMC Clamp Cylinder MHC2-25DX1760,2,225,Brand,SMC,Product Type,Cylinder,Model,MHC2-25DX1760,Location,2014c1_LC2,eBay ID,
6379,039-003-1679,SMC Compact Cylinder 20-CDQ2WB40-20DC-A73ZS,2,110.12,Brand,SMC,Product Type,Cylinders,Model,20-CDQ2WB40-20DC-A73ZS,Location,2014c4_LC2,eBay ID,
6382,039-003-0792,SMC CQ2B50-20DM,3,57,Brand,SMC,Product Type,Cylinder,Model,CQ2B50-20DM,Location,2014c4_LC1,eBay ID,
6389,039-003-1351,SMC CQ2B50-25DC,2,61.43,Brand,SMC,Product Type,Cylinder,Model,CQ2B50-25DC,Location,2014c4_LC1,eBay ID,
6390,039-003-1355,SMC CQ2B63-30DC,2,73.08,Brand,SMC,Product Type,Cylinder,Model,CQ2B63-30DC,Location,2014c4_LC1,eBay ID,
6365,039-003-1373,SMC CY1L40-A8810-400,30,896,Brand,SMC,Product Type,Cylinder,Model,CY1L40-A8810-400,Location,2014c4,eBay ID,
4208,039-003-1841,SMC Cylinder ACNL-40X1000-DCJ474AJ,15,250,Brand,SMC,Product Type,Cylinders,Model,ACNL-40X1000-DCJ474AJ,Location,2014c2,eBay ID,
