ID,SKU,Name,Weight (lbs),Regular price,Attribute 1 name,Brand,Attribute 2 name,Product Type,Attribute 3 name,Model,Attribute 4 name,Attribute 4 value(s),Attribute 5 name,Attribute 5 value(s)
6362,039-003-1026,SMC Cylinder ACNL-X2-63X140-M-A53L,10,230.49,Brand,SMC,Product Type,Cylinders,Model,ACNL-X2-63X140-M-A53L,Location,2014c4_LC1,eBay ID,
20607,039-003-0858,SMC Cylinder CDG1BN50-250,6,130,Brand,SMC,Product Type,Cylinders,Model,CDG1BN50-250,Location,2014c1_LC1,eBay ID,
20621,039-003-0860,SMC Cylinder CDG1FN40-50Z-B73L,3,73,Brand,SMC,Product Type,Cylinders,Model,CDG1FN40-50Z-B73L,Location,2014c1_LC1,eBay ID,
4211,039-003-2100,SMC Cylinder CDQ2B32-20DC,1,38.97,Brand,SMC,Product Type,Cylinder,Model,CDQ2B32-20DC,Location,2014c2_LC2,eBay ID,
20497,039-003-1140,SMC Cylinder CDQ2B40-30+15DZ-XC11,2,125,Brand,SMC,Product Type,Cylinders,Model,CDQ2B40-30+15DZ-XC11,Location,2014c4,eBay ID,
20711,039-003-1990,SMC Cylinder CDQ2B40-75D-F7BVL,2,150,Brand,SMC,Product Type,Cylinders,Model,CDQ2B40-75D-F7BVL,Location,2014c6_LC2,eBay ID,
20698,039-003-1989,SMC Cylinder CDQ2D25-40DCM-J79L,2,185,Brand,SMC,Product Type,Cylinders,Model,CDQ2D25-40DCM-J79L,Location,2014c6_LC2,eBay ID,
20680,039-003-1994,SMC Cylinder CDQSB20-5DC-M9BVZL,1,100,Brand,SMC,Product Type,Cylinders,Model,CDQSB20-5DC-M9BVZL,Location,2014c6_LC1,eBay ID,
20609,039-003-1970,SMC Cylinder CG1BN50-250Z,5,65,Brand,SMC,Product Type,Cylinders,Model,CG1BN50-250Z,Location,2014c1_LC1,eBay ID,
20675,MFG-000-1722,SMC Cylinder CM2F40-550Z-X142US,5,75,Brand,SMC,Product Type,Cylinders,Model,CM2F40-550Z-X142US,Location,2014c6,eBay ID,
20500,039-003-0682,SMC Cylinder CY2B25H-200,4,246,Brand,SMC,Product Type,Cylinders,Model,CY2B25H-200,Location,2014c4_LC1,eBay ID,
38338,039-006-0084,SMC Cylinder Kit BA-02,,,Brand,SMC,Product Type,Kit,Model,BA-02,Location,2014c4_lc3,eBay ID,
20701,039-003-2001,SMC Cylinder MGPM16-10-M9BVL,2,200,Brand,SMC,Product Type,Cylinders,Model,MGPM16-10-M9BVL,Location,2014c6_LC2,eBay ID,
20700,039-003-2016,SMC Cylinder MRQBS40-40CA,6,800,Brand,SMC,Product Type,Cylinders,Model,MRQBS40-40CA,Location,2014c6,eBay ID,
44062,MFG-000-2044,SMC Cylinder MY1B40-900L,,,Brand,SMC,Product Type,Cylinders,Model,MY1B40-900L,Location,2014c6,eBay ID,
20674,MFG-000-1721,SMC Cylinder MY1B40-90LZ,25,500,Brand,SMC,Product Type,Cylinders,Model,MY1B40-90LZ,Location,2014c6,eBay ID,
1552,039-003-3231,SMC Cylinder MY1M25-650L-Y,11,600,Brand,SMC,Product Type,Cylinders,Model,MY1M25-650L-Y,Location,2014c6,eBay ID,
4218,MFG-000-0174,SMC Filter AF40-04,4,32.54,Brand,SMC,Product Type,Filters,Model,AF40-04,Location,2014c2,eBay ID,
40058,049-001-0077,SMC Filter KT-AMD500,,,Brand,SMC,Product Type,Filter,Model,KT-AMD500,Location,2014c1,eBay ID,
20628,003-007-0013,SMC Kit AR600-1R,1,25,Brand,SMC,Product Type,Repair Kit,Model,AR600-1R,Location,2014c1_LC2,eBay ID,
5405,003-001-0090,SMC Lubricator AL20-02-C,1,15,Brand,SMC,Product Type,Lubricator,Model,AL20-02-C,Location,2014c1_LC1,eBay ID,
4212,MFG-000-0173,SMC M-X636,6,174.47,Brand,SMC,Product Type,Cylinder,Model,M-X636,Location,2014c2,eBay ID,
4213,039-003-2949,SMC MGGLB32-250,13,410.4,Brand,SMC,Product Type,Cylinder,Model,MGGLB32-250,Location,2014c2,eBay ID,
5406,039-003-1016,SMC MGPM20-35,3,164.25,Brand,SMC,Product Type,Cylinder,Model,MGPM20-35,Location,2014c1_LC1,eBay ID,
6392,039-003-1562,SMC MGPM25-30-Z73L,3,248.94,Brand,SMC,Product Type,Cylinder,Model,MGPM25-30-Z73L,Location,2014c4_LC1,eBay ID,
4216,039-003-1380,SMC MHZ2-16D-M9BLS,2,220.5,Brand,SMC,Product Type,Gripper,Model,MHZ2-16D-M9BLS,Location,2014c2_LC1,eBay ID,
4217,039-003-0942,SMC MHZ2-20DN-X51,1,251.82,Brand,SMC,Product Type,Gripper,Model,MHZ2-20DN-X51,Location,2014c2_LC2,eBay ID,
4214,039-003-1792,SMC MKA25-10L,3,110,Brand,SMC,Product Type,Cylinder,Model,MKA25-10L,Location,"2013c9_LC5, 2014c2",eBay ID,
6385,039-003-1041,SMC MXS8-30,2,238.64,Brand,SMC,Product Type,Cylinder,Model,MXS8-30,Location,2014c4_LC1,eBay ID,
6359,MFG-000-0314,SMC MY1B40-586-Y7PV,24,560.79,Brand,SMC,Product Type,Cylinder,Model,MY1B40-586-Y7PV,Location,2014c4,eBay ID,
6367,039-003-1825,SMC NCA1WL250-0500-X127US,12,180.41,Brand,SMC,Product Type,Cylinder,Model,NCA1WL250-0500-X127US,Location,2014c4_LC2,eBay ID,
20667,048-001-0002,SMC Nylon Tubing TIA07B-153-X101US,4.6,95,Brand,SMC,Product Type,Tubes,Model,TIA07B-153-X101US,Location,2014c3,eBay ID,
20668,048-001-0049,SMC Polyurethane Tubing TU0604C-153-X101US,7.2,100,Brand,SMC,Product Type,Tubes,Model,TU0604C-153-X101US,Location,2014c3,eBay ID,
5403,008-003-0082,SMC Pressure Switch ISG111-030,3,90,Brand,SMC,Product Type,Pressure Switch,Model,ISG111-030,Location,2014c1_LC1,eBay ID,
20592,003-001-0251,SMC Regulator AC40-04G,5,100,Brand,SMC,Product Type,Regulator,Model,AC40-04G,Location,2014c2,eBay ID,
6395,039-003-1038,SMC RSDQB40DD-M6201,2,93.02,Brand,SMC,Product Type,Cylinders,Model,RSDQB40DD-M6201,Location,2014c4_LC1,eBay ID,
43761,039-006-0214,SMC Seal Kit MY1B32-PS,,,Brand,SMC,Product Type,Seal Kit,Model,MY1B32-PS,Location,2014C2_LC5,eBay ID,
20705,039-003-2015,SMC Slide Table MWQ12-100CS-M9MBL,2,500,Brand,SMC,Product Type,Slide Table,Model,MWQ12-100CS-M9MBL,Location,2014c6_LC2,eBay ID,
5408,002-001-0146,SMC Solenoid Valve VP3165,6,222.66,Brand,SMC,Product Type,Solenoid Valve,Model,VP3165,Location,2014c1_LC1,eBay ID,
5407,039-003-1366,SMC Solenoid Valve VP3165,40,476.82,Brand,SMC,Product Type,Solenoid Valve,Model,VP3165,Location,2014c1,eBay ID,
20694,002-001-0116,SMC Solenoid Valve VT315-025DLS,2,85,Brand,SMC,Product Type,Valves,Model,VT315-025DLS,Location,2014c6_LC2,eBay ID,
20617,002-001-0198,SMC Solenoid Valve VX2130,2,29,Brand,SMC,Product Type,Valve,Model,VX2130,Location,2014c1_LC2,eBay ID,
20634,003-015-0054,SMC Tee Male Run KFYO8U-02,1,3,Brand,SMC,Product Type,Fitting,Model,KFYO8U-02,Location,2014c1_LC1,eBay ID,
20669,048-001-0066,SMC Tubing 8MM TRS0805R-100,10.2,300,Brand,SMC,Product Type,Tubes,Model,TRS0805R-100,Location,2014c3,eBay ID,
6391,MFG-000-0321,SMC US27375,3,48,Brand,SMC,Product Type,Valve ,Model,US27375,Location,2014c4_LC1,eBay ID,
20613,002-024-0012,SMC Valve VFM250-02-33G,2,40,Brand,SMC,Product Type,Valve ,Model,VFM250-02-33G,Location,2014c1_LC1,eBay ID,
20615,002-007-0282,SMC Valve VQZ315-5YZ1,1,30,Brand,SMC,Product Type,Valve,Model,VQZ315-5YZ1,Location,2014c1_LC1,eBay ID,
4222,002-001-0466,SMC VR4151-01A-1,1,54.84,Brand,SMC,Product Type,Valve,Model,VR4151-01A-1,Location,2014c2_LC1,eBay ID,
4219,002-001-0329,SMC VR4152-01A-1,1,55.82,Brand,SMC,Product Type,Valve,Model,VR4152-01A-1,Location,2014c2_LC2,eBay ID,
4223,002-001-0217,SMC VT316-025D,2,111.92,Brand,SMC,Product Type,Valve,Model,VT316-025D,Location,"2014c2_LC1, LC2",eBay ID,
4215,002-038-0017,SMC VV71-FPG,1,64.4,Brand,SMC,Product Type,Valve,Model,VV71-FPG,Location,2014c2,eBay ID,
4220,002-001-0001,SMC VX2330-02-5DZ1,2,53.28,Brand,SMC,Product Type,Solenoid Valve,Model,VX2330-02-5DZ1,Location,2014c2_LC1,eBay ID,
5286,MFG-000-0248,SMC VX2340V-03-5DZ1-B,2,72.9,Brand,SMC,Product Type,Valve,Model,VX2340V-03-5DZ1-B,Location,2014c5,eBay ID,
5278,MFG-000-0246,SMC VX2340V-03N-5DZ,2,71.37,Brand,SMC,Product Type,Valve,Model,VX2340V-03N-5DZ,Location,2014c5,eBay ID,
4224,055-001-0063,Stanley Door Closer CD1702,2,11,Brand,Stanley ,Product Type,Door Closer,Model,CD1702,Location,2014c2_LC2,eBay ID,
4225,MFG-000-0175,Star Ribbon RC200BR,1,8,Brand,Star Micronics,Product Type,Ribbon Cassette,Model,RC200BR,Location,2014c2,eBay ID,
20610,062-002-0018,Steel Flex Hose 20A-X-1500L,5,95,Brand,-,Product Type,Hoses,Model,20A-X-1500L,Location,2014c1_LC1,eBay ID,
9171,MFG-000-0700,STI MiniSafe Light Curtain 42672-0440 Transmitter MS4344BX and Receiver MS4344BR,8,1500,Brand,STI,Product Type,Safety Light Curtains,Model,42672-0440,Location,"2012c10, 2012c6, 2014c3",eBay ID,
4226,009-900-0008,Sumitomo Carbide Tools M-2550299-000,2,20,Brand,Sumitomo,Product Type,Carbide Tools,Model,M-2550299-000,Location,2014c2_LC2,eBay ID,
1244,023-001-0121,Sumitomo SM-Cyclo 3 Phase Motor RMYM05-1320 YC-20,20,650,Brand,Sumitomo,Product Type,Phase Motor,Model,RMYM05-1320 YC-20,Location,2014c4,eBay ID,
20642,018-002-0071,Sumitomo SM-Cyclo Gear Box CNVMO24075-YBB11,21,680,Brand,Sumitomo,Product Type,Gear Reducers,Model,CNVMO24075-YBB11,Location,2014c3,eBay ID,
4705,022-040-0035,SunX Bracket Mount MS-SFB-1-T,1,48,Brand,SunX,Product Type,Mounts,Model,MS-SFB-1-T,Location,2014c3_LC1,eBay ID,
20664,022-012-0022,SunX Light Sensor NA40-4SUP,2,165,Brand,SunX,Product Type,Sensors,Model,NA40-4SUP,Location,2014c3,eBay ID,
40144,013-001-0471,SUPER TORQUE Timing Belt 250S8M824,,,Brand,SUPER TORQUE,Product Type,Belt ,Model,250S8M824,Location,2014C2_LC4,eBay ID,
20604,003-020-0044,Swagelok Plug SS-QF4-S-4MT,1,12,Brand,-,Product Type,Plugs,Model,SS-QF4-S-4MT,Location,2014c1,eBay ID,
20631,003-019-0033,Swagelok Socket QF-B-400,1,44,Brand,Swagelok,Product Type,Socket,Model,QF-B-400,Location,2014c1_LC2,eBay ID,
20544,049-001-0342,Taisei Kogyo Suction Filter SFN-10-150K,3,70,Brand,Taisei Kogyo,Product Type,Filters,Model,SFN-10-150K,Location,2014c5,eBay ID,
40098,022-038-0427,TAIYO Cable DP9320088-2,,,Brand,Taiyo,Product Type,Cable ,Model,DP9320088-2,Location,2014c2_lc3,eBay ID,
20510,039-003-1788,Task Master Cylinder TM-831000-03400,16,100,Brand,Task Master,Product Type,Cylinders,Model,TM-831000-03400,Location,2014c4,eBay ID,
20518,042-001-0600,TCM Oil Seal 12X19X3,1,4,Brand,TCM,Product Type,Seals,Model,12X19X3,Location,2014c5_LC1,eBay ID,
20659,022-007-0020,Telemecanique Relay CA2DN316K7,2,20,Brand,Telemecanique ,Product Type,Relays,Model,CA2DN316K7,Location,2014c3_LC2,eBay ID,
20619,060-001-0163,TEM Coupling NEF10WPN-172X32J10,5,242,Brand,TEM ,Product Type,Coupling ,Model,NEF10WPN-172X32J10,Location,2014c1_LC1,eBay ID,
20531,076-505-0072,Tensioner M-SM-12-0045-49-6A,5,160,Brand,-,Product Type,Tensioner,Model,M-SM-12-0045-49-6A,Location,2014c5_LC1,eBay ID,
4709,MFG-000-0194,Tex Riken Cable 5M 3-Wire Pico QD RKMV3-224/5M,2,25,Brand,Tex Riken ,Product Type,Cable ,Model,QD RKMV3-224/5M,Location,2014c3,eBay ID,
38298,068-400-0232,Tex Riken Coil TN-2S 22x3.2-21,,,Brand,Tex Riken ,Product Type,Coil,Model,TN-2S 22Ã—3.2-21,Location,2014c3_b1,eBay ID,
4227,014-011-0417,THK Ball Screw BTK2010-2.6ZZ 1187LT,10,459.99,Brand,THK,Product Type,Ball Screw,Model,BTK2010-2.6ZZ 1187LT,Location,2014c2,eBay ID,
20688,014-018-0017,THK Ball Spline LTR32KUUZZOMS+230L,7,400,Brand,THK,Product Type,Ball Spline,Model,LTR32KUUZZOMS+230L,Location,2014c6_LC1,eBay ID,
20569,014-002-0004,THK Cam Follower CF-F1-6,1,55,Brand,THK,Product Type,Cams,Model,CF-F1-6,Location,2014c2_LC2,eBay ID,
5281,014-004-0486,THK Guide 2SRS20MUUC1 212L,2,250,Brand,THK,Product Type,Guide,Model,2SRS20MUUC1 212L,Location,2014c5_LC1,eBay ID,
20707,MFG-000-1725,THK Linear Bearing 2SRS5WGNUU+110LM-11,1,120,Brand,THK,Product Type,Bearings,Model,2SRS5WGNUU+110LM-11,Location,2014c6_LC2,eBay ID,
44052,014-004-0693,THK Linear Bearing SHS25-1240L (GK),7,300,Brand,THK,Product Type,Bearings,Model,SHS25-1240L (GK),Location,2014c6,eBay ID,
4228,MFG-000-0176,THK Linear Bearing SR2QV2SSCI-335L,2,245,Brand,THK,Product Type,Bearings,Model,SR2QV2SSCI-335L,Location,2014c2,eBay ID,
40162,014-004-0111,THK Linear Guide SR20V2SSC+335L,8,110,Brand,THK,Product Type,Guide,Model,SR20V2SSC+335L,Location,2014C2_LC4,eBay ID,
4229,014-004-0297,THK Linear Rail Guide RSR12WZMUUC1-215L,2,225,Brand,THK,Product Type,Linear Rail Guide,Model,RSR12WZMUUC1-215L,Location,2014c2_LC1,eBay ID,
20692,014-003-0153,THK LM Bearing 2SRS12WM+112LM,2,120,Brand,THK,Product Type,Bearing,Model,2SRS12WM+112LM,Location,2014c6_LC1,eBay ID,
4230,076-811-0005,THK Roller Ring RB10020UUCOP5,3,330,Brand,THK,Product Type,Roller Ring,Model,RB10020UUCOP5,Location,2014c2_LC1,eBay ID,
5287,039-003-1586,THK Slide Table KR45H10B 940LH0-1-60C,35,1299,Brand,THK,Product Type,-,Model,SVR35R2QZUUC1 440L,Location,2014c5,eBay ID,
1232,MFG-000-0010,THK SVR35R2QZUUC1 440L,5,600,Brand,THK,Product Type,-,Model,SVR35R2QZUUC1 440L,Location,2014c3,eBay ID,
40123,014-031-0002,Thrust Needle Roller Bearing NTB3047,1,5,Brand,-,Product Type,Roller Bearing,Model,NTB3047,Location,"2014c2_lc3, 2014C2_LC5",eBay ID,
6371,022-007-0284,Tiese Automation Relay SAFE L.1,2,50,Brand,Tiese ,Product Type,Automation Relay,Model,SAFE L.1,Location,2014c4_LC1,eBay ID,
40143,013-001-0149,Timing Belt 150-L-013A-J,,,Brand,-,Product Type,Belts,Model,150-L-013A-J,Location,2014C2_LC4,eBay ID,
40176,013-001-0406,Timing Belt 375-5GT-15,,,Brand,-,Product Type,Belts,Model,375-5GT-15,Location,2014C2_LC4,eBay ID,
40138,013-001-0454,Timing Belt 760P8M15,,,Brand,-,Product Type,Belts,Model,760P8M15,Location,2014C2_LC4,eBay ID,
20591,013-001-0378,Timing Belt MA-400,2,213,Brand,-,Product Type,Belts,Model,MA-400,Location,2014c2_LC1,eBay ID,
40159,013-001-0317,Timing Belt NCR-750,,,Brand,-,Product Type,Belts,Model,NCR-750,Location,2014C2_LC4,eBay ID,
40687,MFG-000-2021,Timing Belt S8M 848CXP,1,10,Brand,-,Product Type,Belts,Model,S8M 848CXP,Location,2014c1,eBay ID,
40692,MFG-000-2025,Timing Belt S8M896,1,20,Brand,-,Product Type,Belts,Model,S8M896,Location,2014c1,eBay ID,
38395,013-001-0285,Timing Belt T10-15+85,,,Brand,-,Product Type,Belts,Model, T10-15+85,Location,2014c3_LC2,eBay ID,
4231,202-015-0061,Tokimec Pilot Valve DG5V-H8-2A-U7-H-82-JA484,40,690,Brand,Tokimec,Product Type,Valves,Model,DG5V-H8-2A-U7-H-82-JA484,Location,2014c2,eBay ID,
20588,002-002-0044,Tokimec Proportional Solenoid Control Valve EPCG2-10-150-Y-11,32,750,Brand,Tokimec,Product Type,"Relief Valves, Valves",Model,EPCG2-10-150-Y-11,Location,2014c2,eBay ID,
1231,002-015-0035,Tokimec Solenoid Operated Directional Control Valve DG4V-5-2A-M-P7L-H-7-40,10,650,Brand,Tokimec,Product Type,"Solenoid Valves, Valves",Model,DG4V-5-2A-M-P7L-H-7-40,Location,2014c1_LC1,eBay ID,
10452,044-001-0130,Torque Limiter TR-44,16,150,Brand,-,Product Type,Torque Limiters,Model,TR44,Location,2014c5_LC5,eBay ID,
40028,022-038-0210,Toshiba Fiber Optic Cable TOCP100-22M,1,18,Brand,Toshiba ,Product Type,Cable,Model,TOCP100-22M,Location,2014C1_LC3,eBay ID,
40092,062-001-0008,Toyo x Super Toyoron Nylon Tubing ST1S 12X17,3,34.25,Brand,Toyo x Super Toyoron,Product Type,Tubing,Model,ST1S 12X17,Location,2014c2_lc3,eBay ID,
40094,022-014-0124,Toyo-oki 01F1 Hytegra Valve,1,42.56,Brand,Toyo-oki,Product Type,Valve,Model,01F1 ,Location,2014c2_lc3,eBay ID,
1229,002-014-0125,Toyo-oki HD3-3W-BGA-025A-LYD,7,385,Brand,Toyo-oki,Product Type,Valves,Model,HD3-3W-BGA-025A-LYD,Location,2014c1_LC1,eBay ID,
4232,002-014-0088,Toyo-oki Hytegra Valve HKF3HW-Y1-40K-025B,6,85,Brand,Toyo-oki,Product Type,Valves,Model,HKF3HW-Y1-40K-025B,Location,2014c2_LC2,eBay ID,
40032,032-014-0129,Toyo-oki KOGO HD3-3W-BGA-025A-LYD Solenoid Directional Valve,4,65.99,Brand,Toyo-oki,Product Type,Valves,Model,HD3-3W-BGA-025A-LYD,Location,2014C1_LC4,eBay ID,
43896,MFG-000-2039,Toyo-oki KOGYO Solenoid Directional Valve HD3-3W-BCA-025A-LYD,2,152,Brand,Toyo-oki,Product Type,Valves,Model,HD3-3W-BCA-025A-LYD,Location,2014C5_LC4,eBay ID,
4197,MFG-000-0169,Toyo-oki Solenoid Valve HD3-3W-BG1A-03A-LYD2,10,200,Brand,Toyo-oki,Product Type,Valves,Model,HD3-3W-BG1A-03A-LYD2,Location,2014c2,eBay ID,
20551,002-014-3124,Toyo-oki Valve 01Fl,2,300,Brand,Toyo-oki,Product Type,Valves,Model,01Fl,Location,2014c2_LC1,eBay ID,
20550,MFG-000-1706,Toyo-oki Valve 04Al,4,220,Brand,Toyo-oki,Product Type,Valves,Model,04Al,Location,2014c2_LC1,eBay ID,
20548,MFG-000-1704,Toyo-oki Valve 04Bl,4,220,Brand,Toyo-oki,Product Type,Valves,Model,04Bl,Location,2014c2_LC1,eBay ID,
20549,MFG-000-1705,Toyo-oki Valve 05Bl,4,250,Brand,Toyo-oki,Product Type,Valves,Model,05Bl,Location,2014c2_LC1,eBay ID,
6370,027-001-0202,Trocho Motor Pump KSP-MA18J-DB-75W,18,293,Brand,Trocho ,Product Type,Motor Pump,Model,KSP-MA18J-DB-75W,Location,2014c4,eBay ID,
20673,015-001-0278,Tsubaki Chain RF2050VRP-A-64,21,200,Brand,Tsubaki,Product Type,Chain ,Model,RF2050VRP-A-64,Location,2014c6,eBay ID,
5290,000-001-0274,Tsubaki Emer-Flex Coupling KK-422X25J,20,150,Brand,Tsubaki,Product Type,Flexible Coupling,Model,KK-422X25J,Location,2014c5_LC2,eBay ID,
4716,MFG-000-0197,Tsubaki Gear Motor GMT020L165,25,600,Brand,Tsubaki,Product Type,Gear Motor,Model,GMT020L165,Location,2014c3,eBay ID,
1227,023-001-0132,Tsubaki Gear Motor GMTA010-24L120V4,13,535,Brand,Tsubaki,Product Type,Gear Motor,Model,GMTA010-24L120V4,Location,2014c4,eBay ID,
4233,MFG-000-0177,Tsubaki Timing Gear,50,400,Brand,Tsubaki,Product Type,Timing Gear,Model,-,Location,2014c2,eBay ID,
43914,044-001-0133,Tsubaki Torque Guard TGB30-L-30J-5,,,Brand,Tsubaki,Product Type,Torque Guard,Model,TGB30-L-30J-5,Location,2014C5_LC4,eBay ID,
5283,044-001-0072,Tsubaki Torque Limiter TL500-1-9.5-28,9,300,Brand,Tsubaki,Product Type,Torque Limiter,Model,TL500-1-9.5-28,Location,2014c5_LC2,eBay ID,
20540,076-505-0021,Tsubakimoto Guard 43-143,3,90,Brand,Tsubaki,Product Type,Guards,Model,43-143,Location,2014c5_LC2,eBay ID,
6377,MFG-000-0320,Turck Cable MS 3116M-16-26P-2067-3/S101,3,110,Brand,Turck ,Product Type,Cables,Model,MS 3116M-16-26P-2067-3/S101,Location,2014c4_LC1,eBay ID,
20511,027-002-0277,Vacuum Cover N-K293-110FORWM40,14,30,Brand,-,Product Type,Vaccuum Covers,Model,N-K293-110FORWM40,Location,2014c4,eBay ID,
5280,MFG-000-0247,Venlic AST100 1C131A,4,200,Brand,Venlic ,Product Type,-,Model,AST100 1C131A,Location,2014c5_LC1,eBay ID,
4234,202-002-0039,Vickers Valve TCG55-06-FEV-P7-H-12,23,800,Brand,Vickers ,Product Type,Valves,Model,TCG55-06-FEV-P7-H-12,Location,2014c2,eBay ID,
20632,005-001-0452,Weidmuller Interface Module 919658,2,3,Brand,Weidmuller,Product Type,Interface Module,Model,919658,Location,2014c1_LC1,eBay ID,
5399,016-004-0222,White Higgins Bearing BM-07,1,9,Brand,White Higgins,Product Type,Bearings,Model,BM-07,Location,2014c1_LC1,eBay ID,
20509,027-002-0002,Wilden Pump Sealant 01-9500-99,1,25,Brand,Wilden,Product Type,Pumps,Model,01-9500-99,Location,2014c4_LC2,eBay ID,
43853,044-001-0123,Yale Brake Disk 648858301,1,100,Brand,Yale ,Product Type,Brake Disk,Model,648858301,Location,2014C5_LC3,eBay ID,
4711,MFG-000-0196,Yamada Dobby AC Servo Motor 01070008,20,849,Brand,Yamada,Product Type,Motors,Model,1070008,Location,2014c3,eBay ID,
4710,MFG-000-0195,Yamada Dobby AC Servo Motor 04100005M,20,700,Brand,Yamada,Product Type,Motors,Model,04100005M,Location,2014c3,eBay ID,
20654,005-017-0071,Yamaichi Connector Splitter 410141-0740,1,348,Brand,Yamaichi,Product Type,Connectors,Model,410141-0740,Location,2014c3_LC2,eBay ID,
44009,076-505-0043,YAMASEI Urethane T1X80X1300,1,0,Brand,-,Product Type,-,Model,-,Location,2014c6_LC2,eBay ID,
1217,019-004-0053,Yaskawa AC Servo Motor SGM-04VW14-C,8,485,Brand,Yaskawa,Product Type,Servo Motor,Model,SGM-04VW14-C,Location,2014c2_LC2,eBay ID,
1562,MFG-000-0116,Yaskawa AC Servo Motor SGM-08AW12S,12,1400,Brand,Yaskawa,Product Type,Servo Motor,Model,SGM-08AW12S,Location,2014c3,eBay ID,
1209,019-004-0216,Yaskawa AC Servo Motor SGMAH-02A1A21,6,480,Brand,Yaskawa,Product Type,Servo Motor,Model,SGMAH-02A1A21,Location,2014c4_LC1,eBay ID,
20689,019-001-1006,Yaskawa AC Servo Motor SGMJV-08A3A2C,10,750,Brand,Yaskawa,Product Type,Servo Motor,Model,SGMJV-08A3A2C,Location,2014c6,eBay ID,
20541,MFG-000-1702,Yaskawa Cable JEPMC-W6012-01-E,1,75,Brand,Yaskawa,Product Type,Cable,Model,JEPMC-W6012-01-E,Location,2014c5_LC2,eBay ID,
1212,035-800-0007,Yaskawa Machine Controller JAPMC-CM2320,5,500,Brand,Yaskawa,Product Type,Machine Controller,Model,JAPMC-CM2320,Location,2014C6_LC3,eBay ID,
20515,219-004-0204,Yaskawa Motor SGMGH-30A2A25-REPA,43,800,Brand,Yaskawa,Product Type,Motor,Model,SGMGH-30A2A25-REPA,Location,2014c5,eBay ID,
40147,219-004-0177,Yaskawa Servo Motor SGM-04UW14-C,20,860,Brand,Yaskawa,Product Type,Servo Motor,Model,SGM-04UW14-C,Location,2014C2_LC4,eBay ID,
1206,231-001-0685,Yaskawa Servopack SGD-04AN,5,1498,Brand,Yaskawa,Product Type,Servopack,Model,SGD-04AN,Location,2014c2,eBay ID,
40136,000-000-0318,Yokogawa Pen Cartridge B9902AM,1,12,Brand,Yokogawa,Product Type,Pen Cartridge,Model,B9902AM,Location,2014C2_LC4,eBay ID,
40135,000-000-0317,Yokogawa Pen Cartridge B9902AN,1,12,Brand,Yokogawa,Product Type,Pen Cartridge,Model,B9902AN,Location,2014C2_LC4,eBay ID,
40137,000-000-0319,Yokogawa Pen Cartridge B9902ARKC,1,12,Brand,Yokogawa,Product Type,Pen Cartridge,Model,B9902ARKC,Location,2014C2_LC4,eBay ID,
