ID,SKU,Name,Short description,Weight (lbs),Regular price,Attribute 1 name,Attribute 1 value(s),Attribute 2 name,Brand,Attribute 3 name,Product Type,Attribute 4 name,Model,Attribute 5 name,Attribute 5 value(s)
18108,002-015-0031,Toyo-Oki Valve AD04101B,174203304719,15,150,Location,2015c1,Brand,WORKSMAN,Product Type,Valves,Model,AD04101B,eBay ID,174203304719
22613,022-038-0030,CCXC-12P10 Cable,Do not post,5,150,Location,2015c6_LC2,Brand,ASCO,Product Type,Cables,Model,CCXC-12P10,eBay ID,Do not post
18154,002-014-0010,Toyo-oki HD3-2WD-BCA-025A-LYD2,-,6,67,Location,2015c1_LC2,Brand,Toyo-oki,Product Type,-,Model,HD3-2WD-BCA-025A-LYD2,eBay ID,
39232,014-004-744,THK HSR25LR1SS Linear Guide Block,-,2,71.09,Location,2015C2_LC7,Brand,THK,Product Type,Linear Guide Block,Model,HSR25LR1SS,eBay ID,
7707,002-001-0427,VX2340V-03N-5DZ1-B,-,2,71.37,Location,2015C5_LC6,Brand,-,Product Type,-,Model,VX2340V-03N-5DZ1-B,eBay ID,
18224,009-500-0010,M3870196080 Gear,Do not post,3,149,Location,2015c1_LC6,Brand,ASCO,Product Type,Gears,Model,M3870196080,eBay ID,Do not post
39332,039-093-0338,SMC CDQ2B63-10DMZ Cylinder,-,1,73.03,Location,2015C6_LC3,Brand,SMC,Product Type,CYLINDER,Model,CDQ2B63-10DMZ,eBay ID,
16597,022-011-0281,IFM IF5792,-,2,75,Location,2015c5_LC4,Brand,IFM,Product Type,-,Model,IF5792,eBay ID,
13803,462-574-0003,HOLDER JX-121-06B,Do not post,1,132,Location,2015c5_LC2,Brand,ASCO,Product Type,Holders,Model,JX-121-06B,eBay ID,Do not post
18090,003-001-0062,ASCO 34203057,-,3,79,Location,2015c1_LC6,Brand,ASCO,Product Type,-,Model,34203057,eBay ID,
13826,039-003-1528,SMC RSDQA50-30T-XC18,-,5,79,Location,2015c2_LC2,Brand,SMC,Product Type,-,Model,RSDQA50-30T-XC18,eBay ID,
17409,022-011-0259,IFM IW5058,-,2,80,Location,2015c3_LC1,Brand,IFM,Product Type,-,Model,IW5058,eBay ID,
16885,013-003-0829,HATP8P Conveyor Belt,-,2,85,Location,2015c5,Brand,-,Product Type,CONVEYOR BELT,Model,HATP8P,eBay ID,
18162,002-039-0064,ASCO 302373,-,2,90,Location,2015c1_LC4,Brand,ASCO,Product Type,-,Model,302373,eBay ID,
18235,013-003-0841,FNI5E Conv Belt,Do not post,3,127,Location,2015c1,Brand,FREELIN-WADE,Product Type,Belts,Model,FNI5E,eBay ID,Do not post
16886,068-720-0008,R720-35-18 Plate,Do not post,2,125,Location,2015c5_LC5,Brand,-,Product Type,PLATE,Model,R720-35-18,eBay ID,Do not post
18139,039-003-0461,SMC MCN2-40X100-FA,-,5,90,Location,2015c1_LC7,Brand,SMC,Product Type,-,Model,MCN2-40X100-FA,eBay ID,
17394,003-001-0259,SMC NARB250-N0-P-1,-,5,90,Location,2015c3_LC2,Brand,SMC,Product Type,-,Model,NARB250-N0-P-1,eBay ID,
39240,039-003-1334,SMC CDM2B25-350-X142US Cylinder,-,1,91.66,Location,2015C5_B2,Brand,SMC,Product Type,CYLINDER,Model,CDM2B25-350-X142US,eBay ID,
13836,068-731-0001,UJD-046 Torch,-,2,99,Location,2015c5_LC2,Brand,-,Product Type,Torch,Model,UJD-046,eBay ID,
16913,022-011-0382,Allen-Bradley 871C-DH4M12-A2 Switch,-,2,100,Location,2015c5_LC4,Brand,Allen-Bradley,Product Type,Switch,Model,871C-DH4M12-A2,eBay ID,
22652,MFG-000-1842,D4GS-N4R-3 Switch,-,3,100,Location,2015c6_LC2,Brand,-,Product Type,Switch,Model,D4GS-N4R-3,eBay ID,
1325,002-004-0079,Jamesbury 21-1136TTC061 Ball Valve,-,4,100,Location,2015c1_LC4,Brand,Jamesbury,Product Type,BALL VALVE,Model,21-1136TTC061,eBay ID,
17399,013-003-0883,Mol Belting Co. 2AR210BG-U-5P,-,8,100,Location,2015c3,Brand,Mol Belting Co.,Product Type,-,Model,2AR210BG-U-5P,eBay ID,
18208,003-001-0184,SMC Combo Modular AC30-NO3DG-3Z,-,3,100,Location,2015c1_LC2,Brand,SMC,Product Type,-,Model,-,eBay ID,
17412,022-038-1061,Turck R5C12T-5,-,2,100,Location,2015c3_LC1,Brand,Turck,Product Type,-,Model,R5C12T-5,eBay ID,
1606,MFG-000-0129,VAC Switch,-,1,100,Location,2015c1_LC1,Brand,-,Product Type,Switch,Model,VAC,eBay ID,
13823,014-007-0060,Rexnord P3-U215N Bearing,-,4,103,Location,2015c2_LC1,Brand,Rexnord,Product Type,Bearing,Model,P3-U215N,eBay ID,
39239,039-003-1544,SMC CDQ2B80-50DMZ Cylinder,-,1,103.26,Location,2015C5_B2,Brand,SMC,Product Type,CYLINDER,Model,CDQ2B80-50DMZ,eBay ID,
1391,005-004-0282,Keyence MS-H50 Switch,-,2,105,Location,2015c1_LC3,Brand,Keyence,Product Type,Switch,Model,MS-H50,eBay ID,
13827,039-003-1607,SMC CXSM20-40-Y59BL Cylinder,-,3,110,Location,2015c5_LC2,Brand,SMC,Product Type,CYLINDER,Model,CXSM20-40-Y59BL,eBay ID,
18183,013-003-0831,Mol Belting Co. 2AR10OGU,-,3,116,Location,2015c1,Brand,Mol Belting Co.,Product Type,-,Model,2AR10OGU,eBay ID,
13825,039-003-1532,SMC NCQ2D63-35DM,-,5,116,Location,2015c2_LC2,Brand,SMC,Product Type,-,Model,NCQ2D63-35DM,eBay ID,
16914,022-001-0751,Fuji Electric SA53C/15,-,3,117,Location,2015c5_LC4,Brand,Fuji Electric,Product Type,-,Model,SA53C/15,eBay ID,
18135,002-039-0118,SMC KT-PA3-32,-,1,118,Location,2015c1_LC8,Brand,SMC,Product Type,-,Model,KT-PA3-32,eBay ID,
18217,011-870-0010,90032-00 Retainer,Do not post,1,113,Location,2015c1_LC5,Brand,ASCO,Product Type,Retainers,Model,90032-00,eBay ID,Do not post
39238,039-003-1009,SMC MHKL2-25D Gripper,-,1,118.34,Location,2015C5_B2,Brand,SMC,Product Type,GRIPPER,Model,MHKL2-25D,eBay ID,
18204,005-005-0461,EP180 Module,Do not post,1,107,Location,2015c1_LC1,Brand,-,Product Type,Module,Model,EP180,eBay ID,Do not post
17396,003-030-0038,SMC CDRB1BW30-1000-T79,-,2,120,Location,2015c3_LC1,Brand,SMC,Product Type,-,Model,CDRB1BW30-1000-T79,eBay ID,
13802,014-013-0003,FYH UC213 Bearing,-,6,121,Location,2015c5_LC1,Brand,FYH,Product Type,Bearing,Model,UC213,eBay ID,
16905,051-001-0093,CEC MA-459 Shock Absorber,-,2,124,Location,2015c5_LC4,Brand,CEC,Product Type,Shock Absorber,Model,MA-459,eBay ID,
18231,002-011-0051,222130025 Check Valve,Do not post,,101,Location,2015c1,Brand,Browning,Product Type,Check Valves,Model,222130025,eBay ID,Do not post
22695,023-001-0163,Oriental Motor Gear Head 5GN18K,174003796850,4,100,Location,2015c6_LC1,Brand,Allen-Bradley,Product Type,"Gear Heads, Gear Reducers",Model,5GN18K,eBay ID,174003796850
13786,005-001-0494,BOARD 33907,Do not post,3,100,Location,2015c5_LC2,Brand,Allen-Bradley,Product Type,Circuit Boards,Model,33907,eBay ID,Do not post
18213,008-001-0024,MKCM203TON Flow Switch,Do not post,2,100,Location,2015c1_LC4,Brand,-,Product Type,Switches,Model,MKCM203TON,eBay ID,Do not post
22671,038-003-0017,GL04-2.5 BH Heat Protectant,Do not post,7,100,Location,2015c6,Brand,Allen-Bradley,Product Type,Heat Elements,Model,GL04-2.5 BH,eBay ID,Do not post
22642,231-001-0255,Mitsubishi AD71-REPAIR Control Unit,Do not post,3,100,Location,2015c6_LC2,Brand,Mitsubishi,Product Type,Control Unit,Model,AD71-REPAIR,eBay ID,Do not post
16578,MFG-000-1461,ASCO 200262,-,2,125,Location,2015C5_LC6,Brand,ASCO,Product Type,-,Model,200262,eBay ID,
16574,MFG-000-1458,ASCO 238210-032D Valve,-,2,125,Location,2015C5_LC6,Brand,ASCO,Product Type,VALVE,Model,238210-032D,eBay ID,
16571,MFG-000-1455,ASCO 302141,-,2,125,Location,2015C5_LC6,Brand,ASCO,Product Type,-,Model,302141,eBay ID,
16581,MFG-000-1464,ASCO 302699 Valve,-,2,125,Location,2015C5_LC6,Brand,ASCO,Product Type,VALVE,Model,302699,eBay ID,
16576,MFG-000-1460,ASCO 826278,-,2,125,Location,2015C5_LC6,Brand,ASCO,Product Type,-,Model,826278,eBay ID,
16573,MFG-000-1457,ASCO 8262G130T,-,2,125,Location,2015C5_LC6,Brand,ASCO,Product Type,-,Model,8262G130T,eBay ID,
16580,MFG-000-1463,ASCO 8345E11 Valve,-,2,125,Location,2015C5_LC6,Brand,ASCO,Product Type,VALVE,Model,8.35E+14,eBay ID,
16575,MFG-000-1459,ASCO EF8262G2 Valve,-,2,125,Location,2015C5_LC6,Brand,ASCO,Product Type,VALVE,Model,EF8262G2,eBay ID,
16572,MFG-000-1456,ASCO Redhat Kit V6379,-,2,125,Location,2015c5_LC2,Brand,ASCO,Product Type,-,Model,-,eBay ID,
16585,MFG-000-1467,ASCO Redhat Solenoid Valve 8263G210W,-,2,125,Location,2015c5_LC3,Brand,ASCO,Product Type,-,Model,-,eBay ID,
1346,MFG-000-0040,Nachi Directional Control Valve SS-G01-H43-R-D2-9331H,173958352905,7,95,Location,2015c1,Brand,ASCO,Product Type,Valves,Model,SSG01H43RD29331H,eBay ID,173958352905
16583,MFG-000-1465,ASCO Redhat Valve 8262G78,-,3,125,Location,"2015C5_LC6, BBBB_LC2",Brand,ASCO,Product Type,-,Model,-,eBay ID,
39241,039-003-0020,SMC CDQ2B80-20DZ Cylinder,-,1,127.26,Location,2015C5_B2,Brand,SMC,Product Type,CYLINDER,Model,CDQ2B80-20DZ,eBay ID,
13800,014-013-0023,GVFTD1 Bearing,-,3,128,Location,2015c2_LC1,Brand,-,Product Type,Bearing,Model,GVFTD1,eBay ID,
39217,019-001-0355,Leeson C42P17FZ1B Motor,-,29,130,Location,2015s3,Brand,Leeson,Product Type,Motor,Model,C42P17FZ1B,eBay ID,
13837,005-026-0046,Toshiba AC-M412W Camera Adapter,-,4,130,Location,2015c2_LC2,Brand,Toshiba,Product Type,Camera Adapter,Model,AC-M412W,eBay ID,
18136,002-039-0117,SMC KT-PA3-36,-,1,135,Location,2015c1_LC5,Brand,SMC,Product Type,-,Model,KT-PA3-36,eBay ID,
13832,028-001-0332,Sprocket 40B14-SPRCIAL S.S,Do not post,3,80,Location,2015c5_LC1,Brand,Allen-Bradley,Product Type,Sprockets,Model,40B14-SPRCIAL S.S,eBay ID,Do not post
18182,013-003-0834,Mol Belting Co. 2ROO390WX1880L,-,3,147,Location,2015c1,Brand,Mol Belting Co.,Product Type,-,Model,2ROO390WX1880L,eBay ID,
22854,MFG-000-1910,Oriental Motor 51K40GN-SWT2S Motor,-,7,150,Location,2015c6_LC2,Brand,Oriental Motor,Product Type,Motor,Model,51K40GN-SWT2S,eBay ID,
16918,068-720-0018,R720-40-24L,-,18,150,Location,2015c5,Brand,-,Product Type,-,Model,R720-40-24L,eBay ID,
22647,039-003-1783,SMC ACNL-X2-63X90-FA-M Cylinder,-,12,150,Location,2015c6_LC2,Brand,SMC,Product Type,CYLINDER,Model,ACNL-X2-63X90-FA-M,eBay ID,
13805,014-024-0001,Koyo 6410 Bearing,-,6,151,Location,2015c2_LC3,Brand,Koyo,Product Type,Bearing,Model,6410,eBay ID,
1235,MFG-000-0012,Teli CA130C-01 Camera Adapter,-,4,155,Location,2015c1,Brand,Allen-Bradley,Product Type,Camera Adapter,Model,CA130C01,eBay ID,-
18197,014-004-0376,THK HSR15B2SS+210L,-,3,155,Location,2015c1_LC7,Brand,THK,Product Type,-,Model,HSR15B2SS+210L,eBay ID,
16903,014-001-0431,NTN 7302CDF-GNP4 Bearing,-,2,156,Location,2015c5,Brand,NTN,Product Type,Bearing,Model,7302CDF-GNP4,eBay ID,
18141,002-001-0446,SMC VFS3600-5FZ,-,4,158,Location,2015c1_LC8,Brand,SMC,Product Type,-,Model,VFS3600-5FZ,eBay ID,
18172,002-001-0499,IHI U12R,-,4,159,Location,2015c1_LC7,Brand,IHI,Product Type,-,Model,U12R,eBay ID,
18160,002-012-0012,Apollo 80PM419,-,3,160,Location,2015c1_LC5,Brand,Apollo,Product Type,-,Model,80PM419,eBay ID,
18221,002-046-0002,VB721300046 Valve,Do not post,4,67,Location,2015c1_LC5,Brand,Allen-Bradley,Product Type,Valves,Model,VB721300046,eBay ID,Do not post
13840,002-014-0128,Toyo-oki Valve Switch HW3H-B11S-025B-DC,-,5,160,Location,2015c5_LC1,Brand,ASCO,Product Type,Valves,Model,HW3H-B11S-025B-DC,eBay ID,-
18721,MFG-000-1484,ASCO Redhat Kit valves 302697,-,3,170,Location,"2015C5_LC6, EEEE_LC9",Brand,ASCO,Product Type,-,Model,-,eBay ID,
18105,003-001-0026,GRACO 206197,174203304467,4,65,Location,2015c1_LC5,Brand,-,Product Type,Regulators,Model,206197,eBay ID,174203304467
13808,014-004-0629,LKD SR15V2UU+180LII Linear BRG,-,3,170,Location,2015c2_LC1,Brand,LKD,Product Type,LINEAR BRG,Model,SR15V2UU+180LII,eBay ID,
13835,014-004-0495,THK SSR15XV1SSM+340LYM Bearing,-,3,170,Location,2015c2_LC1,Brand,THK,Product Type,Bearing,Model,SSR15XV1SSM+340LYM,eBay ID,
18222,011-555-0002,JA15008 Plate,Do not post,1,60,Location,2015c1_LC6,Brand,CKD,Product Type,Plates,Model,JA15008,eBay ID,Do not post
13819,068-626-0102,M-2120711-042 Plate,Do not post,4,60,Location,2015c2_LC3,Brand,-,Product Type,PLATE,Model,M-2120711-042,eBay ID,Do not post
18201,002-007-0236,Toyo-oki AK02002,-,3,172,Location,2015c1_LC5,Brand,Toyo-oki,Product Type,-,Model,AK02002,eBay ID,
37690,231-001-0717,Schmersal SLB400-C10-1R Control,-,3,178.2,Location,2015c3,Brand,Schmersal,Product Type,CONTROL,Model,SLB400-C10-1R,eBay ID,
18155,005-005-0483,Yaskawa JEPMC-MB210,-,3,180,Location,2015c1_LC2,Brand,Yaskawa,Product Type,-,Model,JEPMC-MB210,eBay ID,
13817,068-526-0009,Piston Rod US13227,Do not post,1,58,Location,2015c5_LC2,Brand,Allen-Bradley,Product Type,Rods,Model,US13227,eBay ID,Do not post
18163,002-039-0061,ASCO 302335,-,2,185,Location,2015c1_LC5,Brand,ASCO,Product Type,-,Model,302335,eBay ID,
22759,008-025-0001,SMC EZM121HF-K5LZ-E15 Vacuum Generator,-,3,185,Location,2015c6_LC2,Brand,SMC,Product Type,Vacuum Generator,Model,EZM121HF-K5LZ-E15,eBay ID,
16880,036-615-0066,Block 3T496012 #212,Do not post,1,55,Location,2015c5,Brand,Keyence,Product Type,-,Model,#212,eBay ID,Do not post
22644,039-003-1076,SMC MGPM25R-60Z Cylinder,-,6,185,Location,2015c6_LC2,Brand,SMC,Product Type,CYLINDER,Model,MGPM25R-60Z,eBay ID,
18100,006-006-0001,EMERSON APPLETON VPA1075,173958353285,4,54,Location,2015c1,Brand,-,Product Type,Lights,Model,VPA1075,eBay ID,173958353285
18152,002-042-0006,Tokyo Keiki DGMFN-3-X-A2W-B2W-41J,-,4,186,Location,2015c1_LC2,Brand,Tokyo Keiki,Product Type,-,Model,DGMFN-3-X-A2W-B2W-41J,eBay ID,
22851,002-007-0225,ASCO Redhat Solenoid Valve 8210G34,-,4,190,Location,"2013c3_LC3, 2015c5_LC2",Brand,ASCO,Product Type,-,Model,-,eBay ID,
18232,013-001-0457,150H75EF Belt,Do not post,2,52,Location,2015c1_LC3,Brand,-,Product Type,BELT,Model,150H75EF,eBay ID,Do not post
39345,076-910-0035,MJC-57-19X24-TB Coupling,-,1,190,Location,2015C6_LC4,Brand,-,Product Type,COUPLING,Model,MJC-57-19X24-TB,eBay ID,
22645,039-003-1243,SMC CXSL25-80-Y59BL Cylinder,-,4,190,Location,2015c6_LC2,Brand,SMC,Product Type,CYLINDER,Model,CXSL25-80-Y59BL,eBay ID,
16911,022-009-0019,Eaton Cutler-Hammer Contactor C25DNB340,173311624146,3,50,Location,"2013c7_LC2, 2015c5",Brand,ASCO,Product Type,Contactors,Model,C25DNB340,eBay ID,173311624146
16570,MFG-000-1454,SquareD Thermal-Magnetic Circut Breaker 30A-FHL36030,174203304558,2,50,Location,2015c5_LC2,Brand,ASCO,Product Type,Circuit Breakers,Model,30A-FHL36030,eBay ID,174203304558
13810,014-012-0163,NAG4900UUC5 Bearing,Do not post,1,50,Location,2015c2_LC1,Brand,-,Product Type,Bearing,Model,NAG4900UUC5,eBay ID,Do not post
18094,003-001-0057,Coilhose Pneumatics FRL1400,-,6,195,Location,2015c1,Brand,Coilhose Pneumatics,Product Type,-,Model,FRL1400,eBay ID,
1234,005-004-0292,Teli CA130D-01 Camera Adapter,-,4,200,Location,2015c1,Brand,Teli,Product Type,Camera Adapter,Model,CA130D-01,eBay ID,
17416,039-003-1609,SMC MXS12L-20-M9BL,-,5,210,Location,2015c3_LC1,Brand,SMC,Product Type,-,Model,MXS12L-20-M9BL,eBay ID,
16944,022-063-0014,SMC Vacuum Generator ZM133H-Q5-E14L,-,3,210,Location,2015c5,Brand,SMC,Product Type,-,Model,-,eBay ID,
18167,005-004-0281,Etek Dias EP182,-,2,216,Location,2015c1_LC6,Brand,Etek Dias,Product Type,-,Model,EP182,eBay ID,
18142,002-038-0062,SMC VV2102-C6-02DS3Z-FD3,-,5,216,Location,2015c1_LC1,Brand,SMC,Product Type,-,Model,VV2102-C6-02DS3Z-FD3,eBay ID,
13834,014-004-0494,THK SSSR15XV1SSME+400 Bearing,-,3,220,Location,2015c2_LC3,Brand,THK,Product Type,Bearing,Model,SSSR15XV1SSME+400,eBay ID,
16928,068-720-0029,R720-40-37,Do not post,1,48,Location,2015c5_LC5,Brand,-,Product Type,-,Model,R720-40-37,eBay ID,Do not post
18211,002-038-0002,LPMT434 Manifold,Do not post,3,47,Location,2015c1_LC4,Brand,-,Product Type,Manifolds,Model,LPMT434,eBay ID,Do not post
18236,013-001-0399,856P8M15 Belt,Do not post,2,46,Location,2015c1_LC3,Brand,-,Product Type,BELT,Model,856P8M15,eBay ID,Do not post
13839,002-014-0008,Toyo-oki HDE-3W-BGA-025B-WYD2 Valve,-,8,220,Location,2015c2_LC3,Brand,Toyo-oki,Product Type,VALVE,Model,HDE-3W-BGA-025B-WYD2,eBay ID,
1449,MFG-000-0061,D&amp;D PowerDrive 600-S14M-1806 Timing Belt,Do not post,2,45,Location,"2013c4, 2015c5",Brand,ASCO,Product Type,Belts,Model,600S14M1806,eBay ID,Do not post
16893,036-615-0097,M-2108062-280,Do not post,1,45,Location,2015c5_LC5,Brand,-,Product Type,-,Model,M-2108062-280,eBay ID,Do not post
16906,022-012-0307,LX12ESRQ Light Sensor,-,4,223,Location,2015c5,Brand,-,Product Type,LIGHT SENSOR,Model,LX12ESRQ,eBay ID,
22640,031-001-0840,RTA NWRE Control,-,2,230,Location,2015c6_LC1,Brand,RTA,Product Type,CONTROL,Model,NWRE,eBay ID,
37678,205-005-0491,Yaskawa JUSP-NS600,-,1,232,Location,2015c1_LC8,Brand,Yaskawa,Product Type,-,Model,JUSP-NS600,eBay ID,
18121,011-870-0003,OTC CO 201464,Do not post,1,41,Location,2015c1_LC4,Brand,Keyence,Product Type,Retainers,Model,201464,eBay ID,Do not post
18092,014-003-0004,Asahi Bearing T205,173958349484,5,40,Location,2015c1_LC7,Brand,WITTMANN,Product Type,"Bearings, Flange Bearings",Model,T205,eBay ID,173958349484
22614,MFG-000-1836,IDEC SA4A-JN1 Cable,174203304727,3,40,Location,2015c6_LC2,Brand,Keyence,Product Type,Cables,Model,SA4A-JN1,eBay ID,174203304727
16916,022-011-0240,E2J-JC4A Switch,-,2,250,Location,2015c5_LC4,Brand,-,Product Type,Switch,Model,E2J-JC4A,eBay ID,
18170,005-022-0012,IDC 7258A,-,3,250,Location,2015c1_LC5,Brand,IDC,Product Type,-,Model,7258A,eBay ID,
18174,008-003-0072,Kosmek JB2800-M0,-,3,250,Location,2015c1_LC4,Brand,Kosmek,Product Type,-,Model,JB2800-M0,eBay ID,
1378,005-026-0018,Matsushita ANM830CE Camera,-,3,250,Location,2015c1_LC4,Brand,Matsushita,Product Type,Camera,Model,ANM830CE,eBay ID,
13831,005-026-0041,Sony DC-700 Camera Adapter,-,4,250,Location,2015c2_LC2,Brand,Sony,Product Type,Camera Adapter,Model,DC-700,eBay ID,
22669,022-063-0017,Nemicon MR-HDP01 Generator,-,3,253,Location,2015c6_LC1,Brand,Nemicon,Product Type,Generator,Model,MR-HDP01,eBay ID,
22815,002-015-0027,Edwards E104A,Do not post,1,35,Location,2015c6_LC2,Brand,Allen-Bradley,Product Type,Valves,Model,SS-G03-H13-R-D2-J8916A,eBay ID,Do not post
18237,013-001-0499,AT10500136 Belt,Do not post,3,35,Location,2015c1_LC3,Brand,-,Product Type,BELT,Model,AT10500136,eBay ID,Do not post
16889,014-004-0699,IKO LRXDG20C1-T1HS2 Linear BRG,-,2,277,Location,2015c5_LC5,Brand,IKO,Product Type,LINEAR BRG,Model,LRXDG20C1-T1HS2,eBay ID,
18131,039-003-0900,SMC CDA2L63-380-K59L,-,12,278,Location,2015c1,Brand,SMC,Product Type,-,Model,CDA2L63-380-K59L,eBay ID,
13830,003-001-0076,SMC AR925-20,-,12,279,Location,2015c2_LC2,Brand,SMC,Product Type,-,Model,AR925-20,eBay ID,
16890,014-004-0574,IKO LRXDG20C1R200+T1HE Linear BRG,-,2,280,Location,2015c5_LC5,Brand,IKO,Product Type,LINEAR BRG,Model,LRXDG20C1R200+T1HE,eBay ID,
18123,002-002-0064,Parker Pneumatic PXCM121,173958349550,2,31,Location,2015c1_LC6,Brand,Allen-Bradley,Product Type,Valves,Model,PXCM121,eBay ID,173958349550
13807,014-004-0507,Linear Bearing LHKIRLF12,Do not post,1,31,Location,2015c5_LC2,Brand,Allen-Bradley,Product Type,Bearings,Model,LHKIRLF12,eBay ID,Do not post
13784,078-586-0020,Block H-586-40-01,Do not post,3,30,Location,2015c5_LC1,Brand,Allen-Bradley,Product Type,Blocks,Model,H-586-40-01,eBay ID,Do not post
13801,006-006-0018,Light Fixture T1322,Do not post,8,30,Location,2015c2,Brand,Allen-Bradley,Product Type,Clamps,Model,T1322,eBay ID,Do not post
13793,015-001-0243,CHE60-90 Chain,Do not post,15,30,Location,2015c2_LC3,Brand,-,Product Type,CHAIN,Model,CHE60-90,eBay ID,Do not post
16915,022-012-0230,Keyence PJ-V22,-,5,280,Location,2015c5_LC4,Brand,Keyence,Product Type,-,Model,PJ-V22,eBay ID,
18209,011-870-0008,201469 Shaft,Do not post,1,29,Location,2015c1_LC4,Brand,Denso,Product Type,Shafts,Model,201469,eBay ID,Do not post
18143,002-038-0063,SMC VV2105-C6-02DS3Z-FD3,-,7,285,Location,2015c1_LC4,Brand,SMC,Product Type,-,Model,VV2105-C6-02DS3Z-FD3,eBay ID,
16900,056-001-0032,Pulley 22HH100,Do not post,13,28,Location,2015c5,Brand,Allen-Bradley,Product Type,Pulleys,Model,22HH100,eBay ID,Do not post
18193,003-030-0058,SMC CDRQB40,-,6,290,Location,"2012c2_LC2, 2015c1_LC6",Brand,SMC,Product Type,-,Model,-,eBay ID,
